IP Address,Country,ORPort,Bandwidth (MiB/s),Flags,Nickname
5.181.80.131,bg,9001,6.83,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",wayngro
85.187.184.244,bg,9001,6.32,"Fast, Running, Stable, V2Dir, Valid",Unnamed
217.12.203.196,bg,9001,11.16,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Kite
87.227.211.65,bg,9001,3.72,"Fast, HSDir, Running, Stable, V2Dir, Valid",vanort
193.24.208.208,bg,9001,3.15,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",torsupport
193.233.247.77,bg,8443,11.08,"Fast, Running, Stable, V2Dir, Valid",VictoriousVicky
104.160.9.42,bg,9298,20.90,"Fast, Running, Stable, Valid",TorMaybeMaybe
151.237.82.153,bg,9001,2.84,"Fast, Running, Stable, V2Dir, Valid",Unnamed
195.88.75.18,bg,9001,6.89,"Fast, Guard, Running, Stable, V2Dir, Valid",rarelotus
178.255.220.24,bg,9001,19.61,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Cryptobot7
37.63.82.23,bg,9001,18.41,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ksh21
193.233.246.197,bg,443,10.67,"Fast, Running, V2Dir, Valid",NoPeace
212.73.134.201,bg,9001,11.55,"Fast, Running, Stable, V2Dir, Valid",vlkonfofdjv0qr
185.82.219.85,bg,9001,3.55,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",FlashLizard
87.121.52.182,bg,9001,5.00,"Fast, Guard, Running, Stable, V2Dir, Valid",Zhivka
93.123.12.250,bg,9001,15.18,"Fast, Running, Stable, V2Dir, Valid",ogu42b294gu42gn
37.63.101.165,bg,8675,6.18,"Fast, HSDir, Running, Stable, V2Dir, Valid",boikobg
104.160.9.42,bg,435,20.43,"Fast, Running, Stable, Valid",MaybeMaybeTOR
37.63.115.200,bg,9001,2.86,"Fast, Running, Stable, V2Dir, Valid",carbonic
87.120.8.176,bg,9001,15.39,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",valkyrie
5.181.80.181,bg,9001,5.82,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheTerrorWorld2
45.9.156.16,bg,443,11.37,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",zgato
31.13.195.248,bg,443,1.25,"Fast, HSDir, Running, Stable, V2Dir, Valid",MaiaAlston
91.92.109.23,bg,443,9.13,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",whatscrackin
5.181.80.169,bg,443,4.10,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",FlashDuck
193.233.246.140,bg,443,11.02,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",iLove4get
185.82.217.49,bg,9001,10.03,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Assange038bg
185.82.216.211,bg,9001,11.48,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",boosie
185.117.82.68,bg,9001,43.47,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",marla
193.233.246.205,bg,443,11.80,"Fast, Guard, Running, Stable, V2Dir, Valid",Zensursula
195.34.103.142,bg,443,1.02,"Fast, HSDir, Running, Stable, V2Dir, Valid",andrewhack
193.233.246.12,bg,443,9.67,"Fast, Running, Stable, V2Dir, Valid",iLoveMyTorFriends
45.9.156.32,bg,9001,12.23,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",litrebty
77.85.159.177,bg,9001,0.25,"Running, Stable, V2Dir, Valid",freedomAnarchy
79.124.7.11,bg,443,3.33,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",trumaine
195.230.23.248,bg,9001,32.78,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",chickodee02
217.12.203.242,bg,443,11.32,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",AllieRoscoe
87.120.8.91,bg,9001,10.17,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",plaincrown
31.13.195.169,bg,9001,14.37,"Fast, Running, Stable, V2Dir, Valid",v1oiobegni24b40
193.233.247.99,bg,9001,2.00,"Fast, HSDir, Running, Stable, V2Dir, Valid",TheGreatTorNode
185.117.82.71,bg,9001,46.06,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",tryler
185.82.219.77,bg,9954,22.27,"Fast, Guard, Running, Stable, V2Dir, Valid",opencommunity
217.12.202.85,bg,443,11.28,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",lyingbush
212.73.134.242,bg,9001,12.61,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheBlindAppearance
194.182.179.34,bg,443,4.61,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Slavyanka
195.230.23.185,bg,9001,31.95,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",chickodee01
195.123.228.129,bg,9001,3.98,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TorNodeSofia
79.100.137.1,bg,9001,0.52,"Fast, Running, Stable, Valid",bpfc
45.153.125.40,bg,9001,8.68,"Fast, Running, Valid",LuzDELuna2
213.183.63.36,bg,9001,6.36,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",PankyBG1
213.183.63.46,bg,443,10.49,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",torbgemmax
,,,,,
147.45.116.41,br,9000,1.07,"Fast, Running, Stable, V2Dir, Valid",prsv
190.89.104.134,br,9090,2.37,"Fast, HSDir, Running, Stable, V2Dir, Valid",myRelay1
45.166.215.0,br,33333,0.89,"Fast, Running, V2Dir, Valid",BKngEWlMhsctg
109.104.155.161,br,9003,1.36,"Fast, HSDir, Running, Stable, V2Dir, Valid",FreePalestine
186.194.190.30,br,5044,0.00,"Running, V2Dir, Valid",BotaPraTORar
177.136.102.49,br,9001,0.56,"Running, Stable, V2Dir, Valid",ItaTOR01
109.104.155.20,br,9007,1.46,"Fast, HSDir, Running, Stable, V2Dir, Valid",Caramelo
147.45.116.41,br,9300,1.32,"Fast, Running, Stable, V2Dir, Valid",prsv
45.166.215.0,br,44444,0.63,"Fast, Running, V2Dir, Valid",PbPxutNOu5rPh
177.153.20.241,br,9001,2.63,"Fast, HSDir, Running, Stable, V2Dir, Valid",th3gu4rd1an
200.150.125.125,br,9001,6.49,"Fast, Running, V2Dir, Valid",cwbrelay
109.104.155.20,br,9008,2.42,"Fast, HSDir, Running, Stable, V2Dir, Valid",Caramelo
191.252.203.42,br,443,1.53,"Fast, Running, StaleDesc, V2Dir, Valid",Freelander
109.104.155.20,br,9003,1.55,"Fast, HSDir, Running, Stable, V2Dir, Valid",Caramelo
92.246.130.172,br,443,0.00,"Running, V2Dir, Valid",bulbasaur
147.45.116.41,br,9200,1.13,"Fast, Running, Stable, V2Dir, Valid",prsv
186.233.185.61,br,9000,7.12,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",bart
147.45.116.41,br,9100,1.13,"Fast, Running, Stable, V2Dir, Valid",prsv
187.66.121.167,br,9001,0.93,"Fast, Running, Stable, V2Dir, Valid",p4l3b1o0d
109.104.155.20,br,9005,1.26,"Fast, HSDir, Running, Stable, V2Dir, Valid",Caramelo
109.104.155.161,br,9004,1.65,"Fast, HSDir, Running, Stable, V2Dir, Valid",FreePalestine
177.104.76.97,br,9003,1.92,"Fast, HSDir, Running, Stable, V2Dir, Valid",marimrelay
109.104.155.20,br,9002,2.04,"Fast, HSDir, Running, Stable, V2Dir, Valid",Caramelo
109.104.155.161,br,9001,1.23,"Fast, HSDir, Running, Stable, V2Dir, Valid",FreePalestine
109.104.155.20,br,9006,1.29,"Fast, HSDir, Running, Stable, V2Dir, Valid",Caramelo
109.104.155.161,br,9002,1.18,"Fast, HSDir, Running, Stable, V2Dir, Valid",FreePalestine
109.104.155.20,br,9001,1.25,"Fast, HSDir, Running, Stable, V2Dir, Valid",Caramelo
186.233.185.59,br,9002,5.98,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",lasinurme
45.239.244.220,br,19001,0.71,"Fast, Running, V2Dir, Valid",AppelNET
109.104.155.20,br,9004,2.48,"Fast, HSDir, Running, Stable, V2Dir, Valid",Caramelo
187.94.253.217,br,9001,1.00,"Fast, Running, V2Dir, Valid",yihwa
,,,,,
94.74.164.62,bz,443,9.52,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",Hiddence
,,,,,
38.102.127.252,ca,9004,7.48,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Cadelanne
144.217.32.158,ca,9001,9.14,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",roomformushroom
142.44.243.133,ca,9001,8.29,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",PyotrTorpotkinTwo
74.12.38.207,ca,1177,1.93,"Fast, Running, V2Dir, Valid",MothmanUprising
158.69.48.19,ca,443,11.19,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ioexploitR09
209.35.43.223,ca,9001,5.85,"Fast, Running, Stable, V2Dir, Valid",vaseline
173.180.13.156,ca,9001,2.45,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",DigitalPiraTor
47.54.34.232,ca,443,4.77,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TrailerParkBoys
142.44.227.24,ca,9001,11.15,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",iamphoenix
76.10.157.54,ca,9001,0.51,"Fast, HSDir, Running, Stable, V2Dir, Valid",Unnamed
104.152.209.217,ca,9101,6.60,"Fast, Guard, Running, Stable, V2Dir, Valid",Unnamed
38.102.84.190,ca,443,2.04,"Fast, Running, V2Dir, Valid",FuckTheCommies
192.208.1.65,ca,9001,12.58,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Route64TorRelay
74.12.38.207,ca,1070,2.56,"Fast, Running, Stable, V2Dir, Valid",SunBlueBerry
104.245.225.64,ca,9002,2.32,"Fast, HSDir, Running, Stable, V2Dir, Valid",OrionHentai2
51.222.13.223,ca,8443,8.39,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Torrefacteur
66.70.211.20,ca,9001,6.96,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",SchulteTorRelay001
108.181.120.131,ca,443,2.13,"Fast, HSDir, Running, Stable, V2Dir, Valid",Astropolis
51.222.207.61,ca,9001,10.81,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",slotor04
144.217.87.28,ca,9001,0.87,"Fast, Running, Stable, Valid",ryanfragdev
131.255.4.48,ca,443,1.33,"Fast, HSDir, Running, Stable, V2Dir, Valid",theherosanctum
162.250.191.15,ca,9001,10.33,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Assange020ca
148.113.183.0,ca,9001,10.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",rotatopotato
167.248.162.156,ca,33333,0.00,"Running, V2Dir, Valid",TYROSERelay
207.216.143.114,ca,9012,1.72,"Fast, HSDir, Running, Stable, V2Dir, Valid",yvrtorpi4
68.67.32.34,ca,9001,8.83,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",soP49mzpYUFEwVdiFN3
198.100.153.7,ca,9000,6.56,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
148.113.196.47,ca,9002,12.66,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",HereticReaper
149.56.22.133,ca,443,9.97,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Chimera
24.212.137.85,ca,9001,0.84,"Fast, HSDir, Running, Stable, V2Dir, Valid",ZankleRotaryEngine
174.92.118.224,ca,11111,5.59,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",pineapple
198.27.80.188,ca,443,5.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",t7978
209.127.116.162,ca,443,10.19,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",torrc
142.44.227.24,ca,9191,7.21,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",iamphoenix
38.102.127.252,ca,9005,6.74,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Aimoguier
38.102.84.24,ca,443,13.85,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",fluffypancakes003ca
142.44.247.102,ca,443,11.38,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",yatr
144.217.32.158,ca,9004,8.92,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",roomformushroom
76.70.63.102,ca,9001,0.26,"Running, Valid",reallylittleserver
209.35.33.208,ca,9001,4.73,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ALiteralBird
142.44.234.69,ca,80,7.31,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Chimera4
149.56.126.142,ca,9001,8.45,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Badger
206.248.146.19,ca,9003,5.88,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",trixie
198.50.191.95,ca,443,6.62,"Fast, Guard, Running, Stable, V2Dir, Valid",shhovh
209.44.114.178,ca,45309,6.21,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Pasquino3
108.181.120.133,ca,9001,1.54,"Fast, HSDir, Running, Stable, V2Dir, Valid",aurora12
50.21.71.22,ca,9001,3.15,"Fast, Guard, Running, Stable, V2Dir, Valid",NorthernLights
45.73.2.211,ca,443,0.10,"Running, Stable, V2Dir, Valid",tordotcissincdotca
38.102.127.252,ca,9002,6.88,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Anckee
68.67.32.32,ca,9001,6.96,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",hKnYTKYgoYx4JmnAwu9
76.70.53.101,ca,9002,5.05,"Fast, Guard, Running, Stable, V2Dir, Valid",CloudNeutral
68.67.32.33,ca,9001,10.22,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",kgXuCTCWVMALFMb74Ld
64.99.251.202,ca,9001,4.15,"Fast, Running, V2Dir, Valid",Falke
144.217.81.135,ca,9001,7.57,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
198.84.184.76,ca,39998,0.94,"Fast, HSDir, Running, Stable, V2Dir, Valid",burtchintusnet
158.69.252.116,ca,587,6.47,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",vaahteranlehti
38.102.84.204,ca,443,11.52,"Fast, Guard, Running, Stable, V2Dir, Valid",gizmo13
198.100.153.7,ca,9001,10.39,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
149.56.22.133,ca,80,7.33,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Chimera2
198.96.155.9,ca,9001,1.02,"Fast, HSDir, Running, Stable, V2Dir, Valid",allcats
162.250.189.33,ca,443,7.12,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",fluffypancakes006ca
38.102.127.252,ca,9007,7.49,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Yveve
144.217.74.229,ca,443,21.20,"Fast, Guard, Running, Stable, V2Dir, Valid",Charon
174.89.133.39,ca,26577,3.15,"Fast, Running, V2Dir, Valid",tabbyRocks
104.152.210.229,ca,443,8.21,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",fluffypancakes005ca
149.56.22.133,ca,53,7.29,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Chimera3
66.70.191.210,ca,443,10.13,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",PommespanzerCA1
198.100.153.18,ca,9001,16.25,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheJabulani
129.100.38.89,ca,9001,8.43,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ellenatfims
96.54.192.183,ca,9001,3.01,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
70.66.179.121,ca,443,0.10,"Running, Stable, V2Dir, Valid",FMDA
158.69.207.216,ca,9001,10.36,"Fast, Guard, Running, Stable, V2Dir, Valid",oscar
192.186.127.123,ca,9001,0.31,"Running, Stable, V2Dir, Valid",concentratedrelay
96.20.102.87,ca,9001,2.10,"Fast, Running, Stable, V2Dir, Valid",TorRelayCAN
162.250.191.15,ca,9301,8.82,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Assange020ca3
209.209.10.207,ca,443,5.57,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",cygni
104.245.225.64,ca,9003,0.10,"Running, Stable, V2Dir, Valid",OrionHentai3
108.181.94.150,ca,443,3.98,"Fast, Running, Stable, Valid",SlvnCoAlpha
104.254.90.187,ca,46410,0.59,"Fast, HSDir, Running, Stable, V2Dir, Valid",fiesty
144.217.90.187,ca,9001,3.15,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",SaruTorUmidanuki
15.235.29.236,ca,443,11.87,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",BoomerBile
206.116.52.57,ca,9001,5.35,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TXRWBuer
198.245.55.220,ca,443,12.02,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",PommespanzerCA2
174.94.90.14,ca,1234,5.07,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",torcow
104.245.225.64,ca,9011,0.10,"Running, Stable, V2Dir, Valid",OrionHentai
158.69.252.116,ca,465,5.70,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",vaahteranlehti
199.58.81.140,ca,443,0.04,"Authority, Running, Stable, V2Dir, Valid",longclaw
207.34.248.20,ca,5443,1.56,"Fast, HSDir, Running, Stable, V2Dir, Valid",kihkamihk
92.243.64.58,ca,28246,0.17,"Running, Stable, V2Dir, Valid",Unnamed
173.180.163.162,ca,9999,0.00,"Running, V2Dir, Valid",yuuko
38.15.64.97,ca,443,0.52,"Fast, Running, Stable, Valid",orneryOcelot
104.245.225.64,ca,9006,0.10,"Running, Stable, V2Dir, Valid",OrionHentai6
192.234.196.169,ca,443,3.54,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",PSILOBYTE
162.156.213.92,ca,443,14.07,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",HwSystems
104.245.225.64,ca,9004,0.10,"Running, V2Dir, Valid",OrionHentai4
74.12.38.207,ca,535,2.15,"Fast, Running, Stable, V2Dir, Valid",MoonCarrot
167.88.51.249,ca,9007,1.59,"Fast, Running, V2Dir, Valid",coffeacanephora
104.245.225.64,ca,9001,0.10,"Running, Stable, V2Dir, Valid",OrionHentai1
54.39.118.29,ca,9348,9.26,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Clovenhoof
142.44.234.69,ca,53,23.73,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Chimera5
158.69.226.159,ca,8080,8.92,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",EchoBase
74.12.38.207,ca,1820,1.49,"Fast, Running, Stable, V2Dir, Valid",FurryVoodoo3DFX
15.235.60.220,ca,446,6.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Zensursula
155.138.146.249,ca,9001,3.51,"Fast, Running, Stable, Valid",Unnamed
64.98.115.32,ca,54020,10.39,"Fast, Guard, Running, Stable, V2Dir, Valid",FastRaleighNC
64.99.223.239,ca,9001,0.51,"Fast, HSDir, Running, Stable, V2Dir, Valid",Privacyignr
173.180.93.123,ca,9660,2.82,"Fast, HSDir, Running, Stable, V2Dir, Valid",EchoRelay
198.50.223.16,ca,443,5.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",blackmamba
162.157.210.69,ca,9001,1.62,"Fast, HSDir, Running, Stable, V2Dir, Valid",Unnamed
74.14.21.188,ca,9001,4.54,"Fast, HSDir, Running, Stable, V2Dir, Valid",TheBestRelayNick3
198.84.192.247,ca,8867,2.32,"Fast, HSDir, Running, Stable, V2Dir, Valid",Unnamed
104.152.209.217,ca,9001,9.48,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
15.235.39.148,ca,9002,8.42,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",yeetbox2
149.248.54.124,ca,45443,6.56,"Fast, Running, Stable, Valid",chartrusestarbucks
158.69.117.214,ca,4109,6.92,"Fast, Running, Stable, Valid",Ghostpower
198.245.53.132,ca,443,11.96,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",PommespanzerCA3
149.56.126.142,ca,9009,11.31,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
68.67.32.31,ca,9001,8.79,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",MHcXthX9Eb34WYyEN7H
192.99.228.114,ca,443,11.71,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
198.46.176.172,ca,9001,3.57,"Fast, Guard, Running, Stable, StaleDesc, V2Dir, Valid",0xdeadbeef
38.102.127.252,ca,9001,7.71,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Vevelonel
198.20.161.82,ca,443,17.99,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
15.235.39.148,ca,9001,9.44,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",yeetbox1
207.90.194.2,ca,443,12.45,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",fluffypancakes002ca
74.12.38.207,ca,1984,1.48,"Fast, Running, V2Dir, Valid",RatchetCreep
134.41.123.70,ca,443,3.25,"Fast, Running, Stable, Valid",BuggerThisNoise
108.181.132.245,ca,443,13.29,"Fast, Guard, Running, Stable, V2Dir, Valid",wideBus
51.222.158.255,ca,9001,11.02,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",BehemothLTDCA1
108.181.57.253,ca,9001,8.60,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",jolt
108.181.57.251,ca,443,30.93,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",osterreich
24.80.191.129,ca,9001,1.01,"Fast, HSDir, Running, Stable, V2Dir, Valid",beattyNetRelay
108.181.22.201,ca,443,5.54,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",asprinCannon
74.12.38.207,ca,1308,3.54,"Fast, Guard, Running, Stable, V2Dir, Valid",InsurgentFurry
54.39.107.185,ca,443,11.72,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",phil
51.79.67.109,ca,9001,1.57,"Fast, Running, Stable, Valid",Totor
76.70.53.101,ca,9001,5.34,"Fast, Guard, Running, Stable, V2Dir, Valid",CloudNeutral
74.116.186.120,ca,443,0.58,"Fast, Running, Stable, V2Dir, Valid",bitplane
38.102.127.252,ca,9008,7.02,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Conomette
38.102.127.252,ca,9003,8.50,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Elore
99.250.74.140,ca,8444,3.48,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",h0n3ybe3kz
158.69.0.227,ca,9001,6.17,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",anarchosyndical5
51.79.50.138,ca,9001,5.49,"Fast, HSDir, Running, Stable, V2Dir, Valid",DemonsysNA
172.219.92.78,ca,9905,3.76,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",hereyago
198.72.127.222,ca,9001,7.31,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
54.39.68.9,ca,444,7.82,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Nymeria
216.197.207.48,ca,9001,4.39,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",jorcanada
76.67.43.70,ca,9001,5.34,"Fast, Guard, Running, Stable, V2Dir, Valid",FreddieTORcury
184.144.51.151,ca,9001,2.03,"Fast, HSDir, Running, Stable, V2Dir, Valid",minchinode3
15.235.60.220,ca,447,14.26,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Zensursula
184.147.180.121,ca,443,8.33,"Fast, Running, V2Dir, Valid",marclhtor1
74.12.38.207,ca,17000,1.94,"Fast, Running, V2Dir, Valid",WildCatBullet
144.217.32.158,ca,9002,11.82,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",roomformushroom
192.99.6.223,ca,8081,3.07,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",BlockchainQuebec
104.245.225.64,ca,9005,0.10,"Running, V2Dir, Valid",OrionHentai5
104.245.225.64,ca,9009,0.10,"Running, V2Dir, Valid",OrionHentai9
54.39.83.128,ca,15829,0.16,"Running, Stable, V2Dir, Valid",Unnamed
38.102.127.253,ca,9010,6.39,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Pertnineere
209.209.10.208,ca,443,13.71,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",fluffypancakes001ca
192.99.69.17,ca,9001,6.14,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",StopFossilFuels
162.250.191.15,ca,9201,15.14,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Assange020ca2
38.102.127.253,ca,9009,9.82,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Boystin
15.235.39.148,ca,9003,8.22,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",yeetbox3
167.114.103.133,ca,443,10.15,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Osiris
158.69.205.247,ca,443,3.84,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NuclearShack
172.105.6.34,ca,9001,3.15,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",AndroidFighter
38.102.127.252,ca,9006,7.18,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Meunvon
23.17.69.81,ca,443,7.60,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ItsBionicZulu
66.70.227.44,ca,443,9.95,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",poncho
23.236.143.34,ca,443,6.45,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
108.181.133.69,ca,443,9.56,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",McAdam
74.12.38.207,ca,8008,2.29,"Fast, Running, Stable, V2Dir, Valid",BoneRazor
104.245.225.64,ca,9008,0.10,"Running, V2Dir, Valid",OrionHentai8
149.56.47.245,ca,443,10.16,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ioexploitR03
23.94.239.103,ca,443,1.17,"Fast, Running, Stable, Valid",headofcock
50.65.178.92,ca,9001,1.74,"Fast, HSDir, Running, Stable, V2Dir, Valid",affinezeussv
54.39.52.18,ca,873,6.38,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",BaseOne
66.183.173.29,ca,22,2.82,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",tengu
24.150.94.49,ca,1707,5.72,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",CarrotFlavored
108.181.33.185,ca,9001,4.36,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ToolHaven692
24.64.90.236,ca,9001,2.10,"Fast, Running, Stable, V2Dir, Valid",droopypooch
51.222.140.58,ca,443,16.87,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Virgo
104.152.209.6,ca,9001,10.48,"Fast, HSDir, Running, Stable, V2Dir, Valid",FreeHostBox100Mbps
156.57.38.205,ca,59001,2.05,"Fast, HSDir, Running, Stable, V2Dir, Valid",MyOwnDamnNodeRelay
