IP Address,Country,ORPort,Bandwidth (MiB/s),Flags,Nickname
75.145.166.75,us,9001,0.00,"Running, V2Dir, Valid",swisshead
65.87.7.14,us,9001,2.78,"Fast, Running, Stable, Valid",haruto
64.65.1.29,us,443,14.54,"Fast, HSDir, Running, Stable, V2Dir, Valid",flowmrbrazy
68.253.253.66,us,443,5.73,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",carlos1001
45.135.163.24,us,9001,0.73,"Running, Stable, V2Dir, Valid",slinky20
75.145.166.70,us,9001,0.08,"Running, V2Dir, Valid",cheesehead
64.65.0.66,us,443,13.28,"Fast, Guard, Running, Stable, V2Dir, Valid",thejacka
64.65.62.54,us,443,6.35,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",submarineman
172.245.234.162,us,443,8.29,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TsofeerD
64.65.1.8,us,443,15.73,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",diamondatl
23.188.56.152,us,993,5.94,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Triplebit152
50.118.225.183,us,9004,32.14,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
96.9.98.112,us,443,6.62,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",bbno
38.89.70.34,us,443,24.58,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",storm
140.238.145.127,us,9002,2.05,"Fast, HSDir, Running, Stable, V2Dir, Valid",tendies3
64.65.0.70,us,443,9.46,"Fast, Guard, Running, Stable, V2Dir, Valid",equipto
23.111.143.202,us,443,23.42,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Diesel
64.65.1.26,us,443,8.46,"Fast, HSDir, Running, Stable, V2Dir, Valid",lilchuckee
64.65.1.58,us,443,8.31,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",briscomiami
98.168.31.145,us,9443,1.96,"Fast, Running, Stable, Valid",ectorp
64.62.233.204,us,80,3.29,"Fast, Running, V2Dir, Valid",kanyewest1
64.65.62.39,us,443,16.13,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",richbrian
64.65.62.245,us,443,5.94,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",stlunatics
96.9.98.62,us,443,13.25,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",youngbleed
135.148.54.103,us,9001,44.99,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Computer0111
151.145.83.156,us,9001,2.10,"Fast, HSDir, Running, Stable, V2Dir, Valid",elbagiPapa
152.67.73.234,us,11443,1.54,"Fast, HSDir, Running, Stable, V2Dir, Valid",ampere
169.228.66.227,us,443,3.08,"Fast, Running, Stable, V2Dir, Valid",SunGod
64.65.63.5,us,443,41.50,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",zro
64.65.1.48,us,443,12.66,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",djmontay
64.65.0.6,us,443,15.80,"Fast, Guard, Running, Stable, V2Dir, Valid",torae
50.103.175.167,us,9001,4.12,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",cherry
96.9.98.38,us,443,19.42,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",louieray
129.80.29.236,us,443,5.14,"Fast, Running, Stable, Valid",CaptainMyCaptain
147.135.70.168,us,8443,9.86,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",quaffle
23.95.47.185,us,9954,6.03,"Fast, HSDir, Running, Stable, V2Dir, Valid",opencommunity
147.135.4.68,us,443,19.80,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",b33333f
64.65.1.128,us,443,10.41,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ghostemane
64.62.233.211,us,8080,3.31,"Fast, Running, V2Dir, Valid",tonyd6
64.65.1.99,us,443,10.60,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",tripstarmemphis
23.92.19.230,us,9001,0.51,"Fast, HSDir, Running, Stable, V2Dir, Valid",fpuzhpx
152.67.230.135,us,443,6.72,"Fast, HSDir, Running, Stable, V2Dir, Valid",ValThor
195.20.19.180,us,443,9.70,"Fast, Guard, Running, Stable, V2Dir, Valid",Mournful9738
45.33.37.128,us,80,2.52,"Fast, Running, Stable, Valid",Dove
64.62.233.206,us,8000,3.23,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",50cent7
23.188.56.149,us,465,7.16,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Triplebit149
159.223.204.85,us,443,1.02,"Fast, Running, Stable, Valid",TorRelay
23.92.34.118,us,443,8.72,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",lauraschlessinger
71.218.253.100,us,9090,3.71,"Fast, Running, Stable, Valid",Dreadnought
64.65.1.75,us,443,8.35,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",cocainenoze
97.120.63.169,us,9001,6.66,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",canadianGoose
96.9.98.100,us,443,11.63,"Fast, HSDir, Running, Stable, V2Dir, Valid",ugk
96.9.98.50,us,443,8.46,"Fast, HSDir, Running, Stable, V2Dir, Valid",kingsun
73.222.188.24,us,443,2.38,"Fast, HSDir, Running, Stable, V2Dir, Valid",littleBroomstick
155.138.194.213,us,80,5.28,"Fast, Running, Stable, Valid",Baza
173.232.194.21,us,8443,24.12,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",bauruine
64.65.62.205,us,443,33.05,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",grafh
24.253.112.148,us,9001,1.05,"Fast, Running, Stable, Valid",TheKrustyKrab
45.79.181.228,us,9001,1.54,"Fast, HSDir, Running, Stable, V2Dir, Valid",redonionring
64.62.233.203,us,80,2.60,"Fast, Running, V2Dir, Valid",eminem1
107.174.242.92,us,9002,9.66,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheMoonIsCheese
64.62.233.207,us,80,4.02,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ti1
15.204.141.95,us,8080,24.78,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",sonrisas
104.131.11.214,us,8080,0.36,"Running, V2Dir, Valid",Rhea
23.133.88.3,us,443,10.70,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Zensursula
64.62.233.211,us,443,2.20,"Fast, Running, V2Dir, Valid",tonyd2
73.88.31.107,us,9001,0.00,"Running, V2Dir, Valid",Metacortex
51.81.56.228,us,443,36.44,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Spiegelberg
64.65.62.34,us,443,7.67,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",pesopluma
166.88.142.114,us,9119,5.75,"Fast, Running, V2Dir, Valid",theThirdRelay
67.217.242.117,us,443,19.57,"Fast, Guard, Running, Stable, V2Dir, Valid",muffintop
64.65.62.62,us,443,15.19,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ozuna
134.122.53.11,us,9001,12.96,"Fast, Running, Stable, Valid",jayeffkay0
195.20.19.171,us,9001,11.77,"Fast, Guard, Running, Stable, V2Dir, Valid",h0ldmyb33r
64.65.0.77,us,443,9.28,"Fast, Guard, Running, Stable, V2Dir, Valid",messymarv
64.255.46.18,us,9001,4.15,"Fast, Running, Stable, Valid",SlimeTrail01
74.208.242.107,us,443,3.74,"Fast, Running, V2Dir, Valid",Daydream
64.65.63.7,us,443,43.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",turk
24.247.96.176,us,9001,1.31,"Fast, Running, Stable, V2Dir, Valid",MiRelay
64.65.0.12,us,443,8.82,"Fast, Guard, Running, Stable, V2Dir, Valid",shakewell
64.65.0.10,us,443,12.32,"Fast, Guard, Running, Stable, V2Dir, Valid",pouya
74.208.104.100,us,9001,8.04,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",RelayUli
64.65.0.85,us,443,12.59,"Fast, Guard, Running, Stable, V2Dir, Valid",blegit
107.174.64.206,us,9954,7.59,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",opencommunity
64.65.1.66,us,443,9.54,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",lilquill
64.65.1.47,us,443,6.39,"Fast, HSDir, Running, Stable, V2Dir, Valid",djunkwalkit
130.61.174.40,us,32801,0.04,"Running, Stable, Valid",Unnamed
209.114.126.202,us,8080,3.91,"Fast, Running, Stable, Valid",boxoffice202
64.65.62.10,us,443,20.96,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",smino
23.133.88.244,us,443,19.57,"Fast, Guard, Running, Stable, V2Dir, Valid",Zensursula
51.81.160.184,us,9001,16.24,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",kikajinada
76.235.207.28,us,443,17.99,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",KZL303
64.62.233.212,us,9000,4.32,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",jackharlow3
50.103.175.167,us,9002,2.74,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",dragonfruit
23.141.40.7,us,443,12.05,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",nitrogen
107.152.41.203,us,443,21.54,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",mergevps1
165.22.239.19,us,443,2.10,"Fast, Running, Stable, Valid",karetha
70.110.159.120,us,80,6.89,"Fast, HSDir, Running, Stable, V2Dir, Valid",rainden1
68.84.4.83,us,9001,0.20,"Running, Stable, V2Dir, Valid",anothertorrelay2
64.65.62.195,us,443,33.62,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",grandmasterflash
157.230.17.193,us,9999,21.59,"BadExit, Fast, MiddleOnly, Running, Valid",Heimdall
198.12.97.252,us,443,5.41,"Fast, Running, Stable, Valid",add1ct
64.65.63.10,us,443,41.55,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",krsone
64.62.233.205,us,8080,2.69,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",lilwayne6
192.241.250.11,us,9001,0.10,"Running, Stable, V2Dir, Valid",sixtimesacharm
64.65.1.149,us,443,10.79,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",camron
64.227.119.130,us,443,2.13,"Fast, HSDir, Running, Stable, V2Dir, Valid",Unnamed
198.211.105.236,us,9001,3.46,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",stackTrace
198.199.84.111,us,443,2.05,"Fast, Running, Stable, Valid",DONYCTORGUARD01
64.65.1.123,us,443,9.30,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ftoset
98.30.180.156,us,443,4.19,"Fast, HSDir, Running, Stable, V2Dir, Valid",NakedMoleRat
168.138.228.241,us,443,0.00,"Running, Valid",Discovery
45.79.108.130,us,9001,1.49,"Fast, HSDir, Running, Stable, V2Dir, Valid",linss
167.160.188.221,us,443,8.77,"Fast, Running, Valid",squirtle
64.65.1.190,us,443,12.86,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",blacyoungsta
144.168.44.26,us,443,25.46,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",viajante
172.96.172.157,us,23145,3.37,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",mauve
64.62.233.209,us,8080,2.86,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",thegame6
64.65.62.3,us,443,34.66,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",foolio
66.179.94.91,us,443,4.48,"Fast, Guard, Running, Stable, V2Dir, Valid",NoOnionUS02
96.9.98.17,us,443,13.34,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",jayworthy
64.62.233.204,us,1080,1.92,"Fast, Running, V2Dir, Valid",kanyewest8
64.65.62.1,us,443,9.63,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",jackharlow1
104.168.28.159,us,9001,3.61,"Fast, Guard, Running, Stable, V2Dir, Valid",Spied7439
66.78.40.183,us,9100,2.10,"Fast, Running, Stable, V2Dir, Valid",mursec
64.65.1.120,us,443,41.69,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",bigboogie
86.38.175.91,us,9001,2.81,"Fast, Running, Stable, Valid",SnowflakeGuard
64.65.62.121,us,443,11.34,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",blacksherif
96.9.98.18,us,443,4.99,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",problemcompton
132.226.202.222,us,44105,0.04,"Running, Stable, Valid",Unnamed
50.114.206.77,us,9001,2.10,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",refreeze
166.88.77.33,us,9001,1.56,"Fast, HSDir, Running, Stable, V2Dir, Valid",hanli
193.123.106.255,us,443,1.77,"Fast, HSDir, Running, Stable, V2Dir, Valid",fell
192.210.255.192,us,443,1.21,"Fast, HSDir, Running, Stable, V2Dir, Valid",nebuchadnezzar
96.9.98.4,us,443,7.60,"Fast, HSDir, Running, Stable, V2Dir, Valid",biggk
23.105.174.243,us,443,38.72,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",BambooRat
64.65.62.220,us,443,11.31,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",goldenagelegends
64.65.1.206,us,443,17.21,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",cazzu
18.18.82.19,us,9001,7.57,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",carbonitos
96.9.98.59,us,443,9.91,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",rodwave
38.58.179.138,us,12345,4.30,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
64.65.62.225,us,443,23.86,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",earthgang
130.51.31.202,us,9001,12.87,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",frostytor
74.96.98.123,us,9001,5.12,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",UrbanTor
64.62.233.210,us,443,2.72,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",jadakiss2
208.38.243.113,us,9001,22.30,"Fast, Guard, Running, Stable, V2Dir, Valid",rogemedic
64.65.62.38,us,443,17.80,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",lilpeep
38.244.132.241,us,443,5.04,"Fast, Running, V2Dir, Valid",uk6893london
45.33.198.147,us,9001,5.32,"Fast, Running, Stable, Valid",Unshakled004
64.65.0.78,us,443,13.60,"Fast, Guard, Running, Stable, V2Dir, Valid",philthyrich
64.65.62.65,us,443,10.10,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",jbalvin
64.65.63.64,us,443,41.11,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",robbbanksbroward
64.65.1.213,us,443,9.70,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",neopistea
64.62.233.205,us,8888,3.55,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",lilwayne4
146.190.132.133,us,443,1.43,"Fast, HSDir, Running, Stable, V2Dir, Valid",ioexploitR04
96.9.98.144,us,443,10.98,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",liltecca
138.3.243.165,us,443,4.19,"Fast, Running, Valid",TWrelay01
66.111.2.16,us,9001,22.02,"Fast, Guard, Running, Stable, V2Dir, Valid",NYCBUG1
96.9.98.32,us,443,11.61,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",dicesoho
71.237.112.249,us,9060,1.02,"Running, V2Dir, Valid",GlobalEntry
96.9.98.20,us,443,11.70,"Fast, HSDir, Running, Stable, V2Dir, Valid",ddgmoonwalking
15.204.140.9,us,8443,10.90,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Parzival
45.77.112.107,us,443,5.28,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Aid6
130.61.30.37,us,993,0.04,"Running, Valid",Unnamed
3.17.205.125,us,33123,1.36,"Fast, Running, Stable, V2Dir, Valid",spongeybob
199.188.100.224,us,443,0.90,"Fast, Running, Stable, Valid",ttfl
71.19.149.21,us,8421,2.06,"Fast, HSDir, Running, Stable, V2Dir, Valid",bewilderbeest
206.217.139.100,us,443,1.49,"Fast, HSDir, Running, Stable, V2Dir, Valid",EndTheFed987346
51.81.56.91,us,443,29.36,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",muddybits
107.174.127.120,us,9954,2.41,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",opencommunity
45.61.187.139,us,443,1.44,"Fast, HSDir, Running, Stable, V2Dir, Valid",wisemansfear
47.91.65.163,us,19172,4.59,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",jlzsmgd
64.65.63.56,us,443,50.56,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",crookedi
51.81.82.169,us,443,28.17,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",easyasabcmiddle
64.62.233.208,us,8000,6.20,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ludacris7
107.175.82.189,us,443,3.26,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Qustore
107.174.34.7,us,443,9.00,"Fast, Running, V2Dir, Valid",zgato
172.93.49.243,us,9001,8.68,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",Serenity060874e7
64.65.1.23,us,443,14.29,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",yungjoc
130.162.245.222,us,39451,0.04,"Running, Stable, Valid",Unnamed
96.9.98.111,us,443,9.00,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",bigpokeyhouston
66.187.4.132,us,9001,1.84,"Fast, Running, Stable, V2Dir, Valid",GoneGurl0711doubles
64.62.233.205,us,80,4.42,"Fast, Running, V2Dir, Valid",lilwayne1
64.65.1.170,us,443,11.97,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",kingpinskinnypimp
162.216.231.39,us,443,3.15,"Fast, Guard, Running, Stable, V2Dir, Valid",NoOnionUS01
74.208.60.253,us,40242,8.39,"Fast, Guard, Running, Stable, V2Dir, Valid",gnampf4i32
64.227.110.29,us,9999,2.88,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",Hades
142.93.228.59,us,443,2.10,"Fast, Guard, Running, Stable, V2Dir, Valid",WarheadRelay
108.249.24.206,us,9001,1.05,"Fast, Running, Stable, Valid",FreeBeer
64.65.0.3,us,443,16.87,"Fast, Guard, Running, Stable, V2Dir, Valid",skyzoobrooklyn
172.98.12.49,us,9000,7.82,"Fast, Running, V2Dir, Valid",Unnamed
64.65.1.24,us,443,7.05,"Fast, HSDir, Running, Stable, V2Dir, Valid",liltwist
45.33.85.245,us,9001,1.02,"Fast, Running, Stable, Valid",beingthere2
157.245.206.140,us,9999,1.39,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",Venus
45.33.124.98,us,9001,0.81,"Fast, HSDir, Running, Stable, V2Dir, Valid",cryonoxnet
23.227.186.186,us,9000,30.78,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Gaussian
45.135.163.40,us,443,1.95,"Fast, HSDir, Running, Stable, V2Dir, Valid",dx377
96.9.98.123,us,443,13.93,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",lilofatrat
96.9.98.191,us,443,13.78,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",otthereal
185.98.168.15,us,43463,2.39,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Anonymitycap2
152.67.112.12,us,443,1.13,"Fast, HSDir, Running, Stable, V2Dir, Valid",whyza1
66.206.0.138,us,443,6.47,"Fast, HSDir, Running, Stable, V2Dir, Valid",chonk
96.9.98.150,us,443,14.43,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",24kgoldn
64.235.61.194,us,9001,4.50,"Fast, HSDir, Running, Stable, V2Dir, Valid",zgato
172.241.251.132,us,443,19.87,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Ricochet
64.65.63.55,us,443,52.00,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ronnyjbeats
108.44.225.233,us,8902,7.34,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TVORrelay04
209.135.170.175,us,993,10.49,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",SurveillanceMonster
96.234.124.149,us,8443,2.11,"Fast, Running, Stable, V2Dir, Valid",Sobit
173.232.194.21,us,443,25.90,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",bauruine
64.65.1.34,us,443,5.51,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",bankrollpj
64.65.62.188,us,443,10.15,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",skyzoo
24.217.229.36,us,9001,1.22,"Fast, Running, V2Dir, Valid",targedtornode
98.213.187.139,us,9443,10.12,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",wolf359
124.198.131.138,us,80,0.45,"Running, Stable, V2Dir, Valid",PlayInTraffic
76.252.151.48,us,9990,0.08,"Running, Stable, Valid",Unnamed
172.241.229.13,us,443,11.45,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",updater
64.65.1.111,us,443,16.30,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",eddolo
47.251.161.117,us,19613,2.62,"Fast, HSDir, Running, Stable, V2Dir, Valid",qxlurkucl
96.255.94.70,us,9001,5.29,"Fast, Guard, Running, Stable, V2Dir, Valid",tactback1545
64.65.1.22,us,443,7.43,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",shawtylo
64.65.0.55,us,443,9.66,"Fast, Guard, Running, Stable, V2Dir, Valid",richboy
198.98.57.25,us,9001,2.50,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",devvulNY
64.65.1.134,us,443,7.80,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",drummaboy
23.118.142.75,us,443,1.73,"Fast, Running, V2Dir, Valid",rpRelayTor01
104.168.88.59,us,6587,1.98,"Fast, Running, Valid",myN0de1
96.9.98.42,us,443,9.21,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",cashkidd
64.65.1.3,us,443,11.11,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",chevypfieldmob
64.65.62.111,us,443,12.38,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",tonyd1
198.23.211.171,us,443,9.96,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NoSafety
64.65.62.6,us,443,14.59,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",youngbleed
185.116.236.48,us,443,3.84,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",zgato
64.65.1.67,us,443,24.94,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ralofamerica
135.148.100.84,us,443,29.04,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",netzwerkspaB
64.62.233.206,us,1080,1.40,"Fast, Running, V2Dir, Valid",50cent8
185.44.66.137,us,9001,10.04,"Fast, HSDir, Running, Stable, V2Dir, Valid",particle7
50.34.76.139,us,9003,0.10,"Running, Stable, V2Dir, Valid",silencelenH
100.35.197.122,us,8443,4.22,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Sinatra
159.65.125.72,us,9001,9.95,"Fast, Running, V2Dir, Valid",CatButler
64.65.62.199,us,443,12.57,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",centralcee
64.65.1.83,us,443,11.86,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",southparkmexican
198.98.57.55,us,443,42.89,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",sgtor1
96.9.98.85,us,443,6.14,"Fast, HSDir, Running, Stable, V2Dir, Valid",sofaygo
165.22.245.208,us,443,5.09,"Fast, HSDir, Running, Stable, V2Dir, Valid",Unnamed
140.238.215.233,us,443,2.56,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",freebeer
18.18.82.30,us,9001,1.02,"Fast, HSDir, Running, Stable, V2Dir, Valid",berrycup5
129.159.42.2,us,80,5.13,"Fast, Running, Stable, Valid",yyzz2
64.65.1.69,us,443,16.62,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",lildread
172.98.12.49,us,9100,7.25,"Fast, Running, V2Dir, Valid",Unnamed
64.65.1.129,us,443,8.74,"Fast, HSDir, Running, Stable, V2Dir, Valid",youngboyneverbroke
140.238.210.128,us,42001,6.14,"Fast, Running, Valid",oraclefreechima
64.62.233.212,us,443,7.76,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",jackharlow2
64.65.63.80,us,443,54.41,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",elhaeatlanta
192.9.130.91,us,443,4.41,"Fast, Running, V2Dir, Valid",NightmaresOnTor
104.168.205.106,us,443,6.39,"Fast, Running, Stable, Valid",honeycomb
209.114.126.206,us,8080,3.72,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",boxoffice206
98.121.68.25,us,9001,1.39,"Fast, Running, Stable, Valid",wesdvbop1
107.208.159.58,us,9013,2.66,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",405tora
64.65.62.5,us,443,8.09,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ombpeezy
208.113.128.254,us,9001,6.67,"Fast, Guard, Running, Stable, V2Dir, Valid",TorRelaylxbchppt
47.88.90.54,us,19366,2.38,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",yhuzesxqa
204.44.101.153,us,9001,3.53,"Fast, Running, Stable, Valid",RackOnion
130.61.174.40,us,42725,0.04,"Running, Stable, Valid",Unnamed
96.227.94.92,us,9001,0.51,"Fast, HSDir, Running, Stable, V2Dir, Valid",minotor
130.162.245.222,us,35883,0.04,"Running, Stable, Valid",Unnamed
206.251.40.165,us,12800,4.80,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Tessa
64.65.62.95,us,443,14.60,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",rodwave
199.233.217.13,us,54331,8.21,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Laputa
173.255.228.134,us,110,0.51,"Fast, HSDir, Running, Stable, V2Dir, Valid",bedrock
68.196.118.127,us,1024,4.55,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",zorzadotxyz
158.101.204.117,us,443,4.19,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",one
64.65.62.122,us,443,23.55,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",burnaboy
51.81.57.7,us,443,39.33,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",VivaLaRevolution
23.188.56.144,us,993,5.65,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Triplebit144
64.65.1.89,us,443,27.28,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",paperroutewoo
98.116.120.242,us,9001,8.83,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",jesterrelay
76.219.92.22,us,9001,3.93,"Fast, Running, Stable, Valid",darky
96.9.98.135,us,443,8.13,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ybncordae
64.65.1.158,us,443,26.23,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",syd
162.224.115.204,us,9002,21.39,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",relayQueerPride
172.241.140.249,us,443,48.18,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ashP
23.188.56.157,us,443,7.22,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Triplebit157
142.204.140.244,us,9001,3.11,"Fast, Running, Stable, Valid",Protocol73
173.75.20.115,us,8093,4.09,"Fast, Running, V2Dir, Valid",WOPRPoE4
64.62.233.206,us,80,5.28,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",50cent1
